date,real,nominal
2008-02-01,1739.13,1330.630
2008-03-01,1712.90,1322.700
2008-04-01,1784.64,1385.590
2008-05-01,1788.29,1400.380
2008-06-01,1617.92,1280.000
2008-07-01,1593.10,1267.380
2008-08-01,1618.93,1282.830
2008-09-01,1474.28,1166.360
2008-10-01,1237.09,968.750
2008-11-01,1166.90,896.240
2008-12-01,1188.68,903.250
2009-01-01,1081.90,825.880
2009-02-01,957.82,735.090
2009-03-01,1037.23,797.870
2009-04-01,1132.03,872.810
2009-05-01,1188.45,919.140
2009-06-01,1178.57,919.320
2009-07-01,1267.92,987.480
2009-08-01,1307.41,1020.620
2009-09-01,1354.12,1057.080
2009-10-01,1325.29,1036.190
2009-11-01,1401.31,1095.630
2009-12-01,1428.44,1115.100
2010-01-01,1370.26,1073.870
2010-02-01,1409.33,1104.490
2010-03-01,1486.35,1169.430
2010-04-01,1505.91,1186.690
2010-05-01,1381.37,1089.410
2010-06-01,1307.97,1030.710
2010-07-01,1397.93,1101.600
2010-08-01,1329.50,1049.330
2010-09-01,1444.76,1141.200
2010-10-01,1496.82,1183.260
2010-11-01,1492.22,1180.550
2010-12-01,1587.14,1257.640
2011-01-01,1615.37,1286.120
2011-02-01,1659.03,1327.220
2011-03-01,1641.38,1325.830
2011-04-01,1677.24,1363.610
2011-05-01,1646.52,1345.200
2011-06-01,1617.78,1320.640
2011-07-01,1581.75,1292.280
2011-08-01,1488.26,1218.890
2011-09-01,1379.20,1131.420
2011-10-01,1531.53,1253.300
2011-11-01,1525.03,1246.960
2011-12-01,1541.82,1257.600
2012-01-01,1601.14,1312.410
2012-02-01,1659.30,1365.680
2012-03-01,1698.61,1408.470
2012-04-01,1680.29,1397.910
2012-05-01,1577.64,1310.330
2012-06-01,1641.40,1362.160
2012-07-01,1664.84,1379.320
2012-08-01,1689.30,1406.580
2012-09-01,1721.60,1440.670
2012-10-01,1688.94,1412.160
2012-11-01,1700.83,1416.180
2012-12-01,1718.56,1426.190
2013-01-01,1799.23,1498.110
2013-02-01,1803.98,1514.680
2013-03-01,1864.20,1569.190
2013-04-01,1899.51,1597.570
2013-05-01,1935.69,1630.740
2013-06-01,1903.44,1606.280
2013-07-01,1995.90,1685.730
2013-08-01,1931.80,1632.970
2013-09-01,1985.91,1681.550
2013-10-01,2079.74,1756.540
2013-11-01,2143.50,1805.810
2013-12-01,2194.00,1848.360
2014-01-01,2107.02,1782.590
2014-02-01,2190.43,1859.450
2014-03-01,2192.51,1872.340
2014-04-01,2198.57,1883.950
2014-05-01,2237.11,1923.570
2014-06-01,2273.87,1960.230
2014-07-01,2241.51,1930.670
2014-08-01,2329.92,2003.370
2014-09-01,2291.80,1972.290
2014-10-01,2351.03,2018.050
2014-11-01,2421.11,2067.560
2014-12-01,2425.38,2058.900
2015-01-01,2360.07,1994.990
2015-02-01,2479.10,2104.500
2015-03-01,2421.50,2067.890
2015-04-01,2437.96,2085.510
2015-05-01,2450.89,2107.390
2015-06-01,2391.14,2063.110
2015-07-01,2438.35,2103.840
2015-08-01,2289.70,1972.180
2015-09-01,2231.07,1920.030
2015-10-01,2418.30,2079.360
2015-11-01,2423.68,2080.410
2015-12-01,2389.37,2043.940
2016-01-01,2264.26,1940.240
2016-02-01,2252.98,1932.230
2016-03-01,2391.36,2059.740
2016-04-01,2387.49,2065.300
2016-05-01,2413.60,2096.960
2016-06-01,2409.49,2098.860
2016-07-01,2497.47,2173.600
2016-08-01,2492.25,2170.950
2016-09-01,2484.84,2168.270
2016-10-01,2432.32,2126.150
2016-11-01,2519.84,2198.810
2016-12-01,2565.70,2238.830
2017-01-01,2595.63,2278.870
2017-02-01,2682.73,2363.640
2017-03-01,2679.32,2362.720
2017-04-01,2696.53,2384.200
2017-05-01,2725.33,2411.800
2017-06-01,2736.03,2423.410
2017-07-01,2791.44,2470.300
2017-08-01,2785.55,2471.650
2017-09-01,2824.20,2519.360
2017-10-01,2886.87,2575.260
2017-11-01,2967.94,2647.580
2017-12-01,2999.79,2673.610
2018-01-01,3151.37,2823.810
2018-02-01,3015.07,2713.830
2018-03-01,2926.08,2640.870
2018-04-01,2923.45,2648.050
2018-05-01,2973.09,2705.270
2018-06-01,2984.77,2718.370
2018-07-01,3092.29,2816.290
2018-08-01,3182.97,2901.520
2018-09-01,3193.72,2913.980
2018-10-01,2966.64,2711.740
2018-11-01,3027.91,2760.170
2018-12-01,2760.04,2506.850
2019-01-01,2971.81,2704.100
2019-02-01,3046.23,2784.490
2019-03-01,3083.83,2834.400
2019-04-01,3187.39,2945.830
2019-05-01,2972.22,2752.060
2019-06-01,3177.10,2941.760
2019-07-01,3212.85,2980.380
2019-08-01,3154.72,2926.460
2019-09-01,3205.95,2976.740
2019-10-01,3265.38,3037.560
2019-11-01,3376.55,3140.980
2019-12-01,3476.32,3230.780
2020-01-01,3457.76,3225.520
2020-02-01,3158.06,2954.220
2020-03-01,2770.68,2584.590
2020-04-01,3142.51,2912.430
2020-05-01,3284.81,3044.310
2020-06-01,3326.61,3100.290
2020-07-01,3490.29,3271.120
2020-08-01,3724.33,3500.310
2020-09-01,3574.87,3363.000
2020-10-01,3472.70,3269.960
2020-11-01,3849.79,3621.630
2020-12-01,3988.95,3756.070
2021-01-01,3925.95,3714.240
2021-02-01,4009.33,3811.150
2021-03-01,4147.70,3972.890
2021-04-01,4331.69,4181.170
2021-05-01,4317.62,4204.110
2021-06-01,4374.86,4297.500
2021-07-01,4452.40,4395.260
2021-08-01,4572.43,4522.680
2021-09-01,4342.00,4307.540
2021-10-01,4605.38,4605.380
2021-11-01,4701.46,4701.460
