date,real,nominal
2002-04-01,15297.29,9946.220
2002-05-01,15265.03,9925.250
2002-06-01,14206.89,9243.260
2002-07-01,13419.40,8736.590
2002-08-01,13263.82,8663.500
2002-09-01,11600.47,7591.930
2002-10-01,12813.87,8397.030
2002-11-01,13575.43,8896.090
2002-12-01,12754.35,8341.630
2003-01-01,12257.90,8053.810
2003-02-01,11923.42,7891.080
2003-03-01,12004.18,7992.130
2003-04-01,12762.54,8480.090
2003-05-01,13337.34,8850.260
2003-06-01,13532.07,8985.440
2003-07-01,13887.64,9233.800
2003-08-01,14104.90,9415.820
2003-09-01,13847.66,9275.060
2003-10-01,14652.67,9801.120
2003-11-01,14663.91,9782.460
2003-12-01,15691.33,10453.920
2004-01-01,15658.69,10488.070
2004-02-01,15717.12,10583.920
2004-03-01,15287.97,10357.700
2004-04-01,15041.81,10225.570
2004-05-01,14905.70,10188.450
2004-06-01,15214.93,10435.480
2004-07-01,14803.98,10139.710
2004-08-01,14853.92,10173.920
2004-09-01,14676.87,10080.270
2004-10-01,14529.80,10027.470
2004-11-01,15099.77,10428.020
2004-12-01,15667.71,10783.010
2005-01-01,15210.41,10489.940
2005-02-01,15524.90,10766.230
2005-03-01,15030.88,10503.760
2005-04-01,14483.56,10192.510
2005-05-01,14895.22,10467.480
2005-06-01,14611.01,10274.970
2005-07-01,15067.53,10640.910
2005-08-01,14758.09,10481.600
2005-09-01,14701.06,10568.700
2005-10-01,14490.82,10440.070
2005-11-01,15128.22,10805.870
2005-12-01,15058.09,10717.500
2006-01-01,15156.48,10864.860
2006-02-01,15302.83,10993.410
2006-03-01,15375.30,11109.320
2006-04-01,15607.08,11367.140
2006-05-01,15255.91,11168.310
2006-06-01,15197.75,11150.220
2006-07-01,15201.34,11185.680
2006-08-01,15432.84,11381.150
2006-09-01,15918.57,11679.070
2006-10-01,16562.68,12080.730
2006-11-01,16780.71,12221.930
2006-12-01,17086.98,12463.150
2007-01-01,17241.23,12621.690
2007-02-01,16673.07,12268.630
2007-03-01,16641.31,12354.350
2007-04-01,17478.17,13062.910
2007-05-01,18124.76,13627.640
2007-06-01,17806.65,13408.620
2007-07-01,17545.52,13211.990
2007-08-01,17765.79,13357.740
2007-09-01,18439.50,13895.630
2007-10-01,18443.33,13930.010
2007-11-01,17597.18,13371.720
2007-12-01,17469.77,13264.820
2008-01-01,16571.97,12650.360
2008-02-01,16032.17,12266.390
2008-03-01,15880.44,12262.890
2008-04-01,16512.33,12820.130
2008-05-01,16139.13,12638.320
2008-06-01,14346.41,11350.010
2008-07-01,14302.17,11378.020
2008-08-01,14568.48,11543.960
2008-09-01,13715.23,10850.660
2008-10-01,11908.04,9325.010
2008-11-01,11495.41,8829.040
2008-12-01,11549.73,8776.390
2009-01-01,10481.13,8000.860
2009-02-01,9203.00,7062.930
2009-03-01,9891.60,7608.920
2009-04-01,10594.05,8168.120
2009-05-01,10990.93,8500.330
2009-06-01,10829.05,8447.000
2009-07-01,11776.35,9171.610
2009-08-01,12164.73,9496.280
2009-09-01,12441.43,9712.280
2009-10-01,12422.58,9712.730
2009-11-01,13231.05,10344.840
2009-12-01,13358.33,10428.050
2010-01-01,12845.91,10067.330
2010-02-01,13175.03,10325.260
2010-03-01,13798.78,10856.630
2010-04-01,13969.93,11008.610
2010-05-01,12853.25,10136.630
2010-06-01,12403.23,9774.020
2010-07-01,13281.28,10465.940
2010-08-01,12688.65,10014.720
2010-09-01,13657.67,10788.050
2010-10-01,14064.89,11118.490
2010-11-01,13911.61,11006.020
2010-12-01,14610.82,11577.510
2011-01-01,14936.26,11891.930
2011-02-01,15282.93,12226.340
2011-03-01,15251.83,12319.730
2011-04-01,15756.96,12810.540
2011-05-01,15385.42,12569.790
2011-06-01,15207.57,12414.340
2011-07-01,14863.33,12143.240
2011-08-01,14180.12,11613.530
2011-09-01,13303.41,10913.380
2011-10-01,14609.02,11955.010
2011-11-01,14731.87,12045.680
2011-12-01,14978.73,12217.560
2012-01-01,15412.15,12632.910
2012-02-01,15736.77,12952.070
2012-03-01,15933.72,13212.040
2012-04-01,15882.78,13213.630
2012-05-01,14921.71,12393.450
2012-06-01,15520.51,12880.090
2012-07-01,15701.48,13008.680
2012-08-01,15722.10,13090.840
2012-09-01,16057.37,13437.130
2012-10-01,15663.37,13096.460
2012-11-01,15643.72,13025.580
2012-12-01,15790.49,13104.140
2013-01-01,16646.56,13860.580
2013-02-01,16738.90,14054.490
2013-03-01,17319.31,14578.540
2013-04-01,17644.52,14839.800
2013-05-01,17942.18,15115.570
2013-06-01,17667.88,14909.600
2013-07-01,18351.46,15499.540
2013-08-01,17520.60,14810.310
2013-09-01,17868.14,15129.670
2013-10-01,18406.17,15545.750
2013-11-01,19094.57,16086.410
2013-12-01,19676.50,16576.660
2014-01-01,18556.04,15698.850
2014-02-01,19226.97,16321.710
2014-03-01,19271.92,16457.660
2014-04-01,19349.84,16580.840
2014-05-01,19442.07,16717.170
2014-06-01,19518.86,16826.600
2014-07-01,19229.99,16563.300
2014-08-01,19885.50,17098.450
2014-09-01,19803.85,17042.900
2014-10-01,20259.96,17390.520
2014-11-01,20876.87,17828.240
2014-12-01,20995.58,17823.070
2015-01-01,20306.14,17164.950
2015-02-01,21360.32,18132.700
2015-03-01,20815.84,17776.120
2015-04-01,20855.57,17840.520
2015-05-01,20946.42,18010.680
2015-06-01,20421.01,17619.510
2015-07-01,20502.55,17689.860
2015-08-01,19189.04,16528.030
2015-09-01,18922.82,16284.700
2015-10-01,20542.70,17663.540
2015-11-01,20643.71,17719.920
2015-12-01,20369.86,17425.030
2016-01-01,19216.17,16466.300
2016-02-01,19258.24,16516.500
2016-03-01,20532.39,17685.090
2016-04-01,20546.33,17773.640
2016-05-01,20473.07,17787.200
2016-06-01,20583.63,17929.990
2016-07-01,21178.64,18432.240
2016-08-01,21124.21,18400.880
2016-09-01,20981.14,18308.150
2016-10-01,20754.93,18142.420
2016-11-01,21915.62,19123.580
2016-12-01,22647.94,19762.600
2017-01-01,22625.20,19864.090
2017-02-01,23621.89,20812.240
2017-03-01,23432.09,20663.220
2017-04-01,23683.72,20940.510
2017-05-01,23739.77,21008.650
2017-06-01,24103.73,21349.630
2017-07-01,24736.97,21891.120
2017-08-01,24735.51,21948.100
2017-09-01,25116.11,22405.090
2017-10-01,26205.89,23377.240
2017-11-01,27209.30,24272.350
2017-12-01,27734.96,24719.220
2018-01-01,29182.72,26149.390
2018-02-01,27807.44,25029.200
2018-03-01,26706.25,24103.110
2018-04-01,26676.12,24163.150
2018-05-01,26833.01,24415.840
2018-06-01,26650.01,24271.410
2018-07-01,27905.88,25415.190
2018-08-01,28483.41,25964.820
2018-09-01,28998.31,26458.310
2018-10-01,27476.64,25115.760
2018-11-01,28015.69,25538.460
2018-12-01,25683.53,23327.460
2019-01-01,27474.64,24999.670
2019-02-01,28352.10,25916.000
2019-03-01,28210.40,25928.680
2019-04-01,28773.53,26592.910
2019-05-01,26800.24,24815.040
2019-06-01,28727.96,26599.960
2019-07-01,28959.68,26864.270
2019-08-01,28462.74,26403.280
2019-09-01,28989.43,26916.830
2019-10-01,29074.70,27046.230
2019-11-01,30155.27,28051.410
2019-12-01,30707.36,28538.440
2020-01-01,30290.46,28256.030
2020-02-01,27162.61,25409.360
2020-03-01,23495.20,21917.160
2020-04-01,26269.03,24345.720
2020-05-01,27388.38,25383.110
2020-06-01,27697.22,25812.880
2020-07-01,28199.02,26428.320
2020-08-01,30249.57,28430.050
2020-09-01,29531.95,27781.700
2020-10-01,28144.70,26501.600
2020-11-01,31505.87,29638.640
2020-12-01,32504.08,30606.480
2021-01-01,31691.63,29982.620
2021-02-01,32540.85,30932.370
2021-03-01,34432.74,32981.550
2021-04-01,35094.34,33874.850
2021-05-01,35461.75,34529.450
2021-06-01,35123.56,34502.510
2021-07-01,35389.63,34935.470
2021-08-01,35749.70,35360.730
2021-09-01,34114.67,33843.920
2021-10-01,35819.56,35819.560
2021-11-01,35804.38,35804.380
